question,answer
"Ein reicher Geschäftsmann kauft eine 30-Meter-Luxusyacht und verchartert diese offiziell am Mittelmeer. Die jährlichen Betriebs- und Liegeplatzkosten belaufen sich auf 500.000 Euro, während die Chartereinnahmen höchstens 100.000 Euro betragen. Die Yacht wird auch privat von ihm genutzt. Begründet diese Vercharterung einen Gewerbebetrieb nach § 23 EStG?","Die Vercharterung der Yacht begründet keinen Gewerbebetrieb nach § 23 EStG, da die Chartereinnahmen (100.000 Euro) die Betriebs- und Liegeplatzkosten (500.000 Euro) nicht decken. Daher handelt es sich um eine nicht gewerbliche Vermietung, die als Einkünfte aus Vermietung und Verpachtung gemäß § 21 EStG behandelt wird."
"Ein Kommanditist einer Steuerberatungs-GmbH & Co KG ist verärgert über die Geschäftsführung und verkauft seinen gesamten Kommanditanteil mit erheblichem Gewinn an einen Dritten. Da er nur Kapitalgeber war, möchte er den Erlös als privates Veräußerungsgeschäft versteuern. Ist das rechtens?","Nein, das ist nicht rechtens, da der Kommanditist als Gesellschafter der KG auch Geschäftsführungs- und Verwaltungsleistungen erbracht hat und somit nicht nur als Kapitalgeber tätig war. Der Gewinn aus der Veräußerung des Kommanditanteils unterliegt daher der Gewinnsteuer als Betriebsvermögensveräußerung."
Wie hoch ist der Steuerfreibetrag für die ersten 10 Überstunden?,Der Steuerfreibetrag für Überstunden beträgt in Österreich 110 % des Grundgehalts. Für die ersten 10 Überstunden beträgt der Steuerfreibetrag also 10 x 110 % = 1100 % des Grundgehalts.
Welche Bestimmung wurde zur Entlastung der kalten Progression für 2026 angepasst?,Die Bestimmung zur Entlastung der kalten Progression für 2026 wurde im § 33 Abs. 1 EStG 1988 angepasst.
Wie wirkt sich die Anpassung der Grenzbeträge auf den Verkehrsabsetzbetrag aus?,"Die Anpassung der Grenzbeträge hat keinen direkten Einfluss auf den Verkehrsabsetzbetrag, da dieser nach dem Verhältnis der tatsächlichen zu den gesetzlichen Entfernungen berechnet wird. Der Verkehrsabsetzbetrag bleibt also unverändert, wenn die Grenzbeträge angepasst werden."
Ab welcher Umsatzgrenze entfällt die Kleinunternehmerbefreiung?,Die Kleinunternehmerbefreiung entfällt in Österreich ab einem jährlichen Umsatz von 30.000 €.
Wie hoch ist der maximale Familienbonus Plus pro Kind unter 18 Jahren ab 2025?,Der maximale Familienbonus Plus beträgt ab 2025 1.200 Euro pro Kind unter 18 Jahren.
Was regelt das Gemeinnützigkeitsreformgesetz 2023 hinsichtlich Spenden?,Das Gemeinnützigkeitsreformgesetz 2023 regelt die Spenden an gemeinnützige Organisationen neu und setzt den Spendenbescheinigungsstichtag auf den 31. Dezember eines jeden Jahres.
Wie werden Gewinne aus Kryptowährungen im Privatvermögen besteuert?,"Gewinne aus Kryptowährungen werden im Privatvermögen als Einkünfte aus Kapitalvermögen besteuert. Die Besteuerung erfolgt nach dem Steuerabkommensmodell, wobei die Gewinne mit 27,5% (für Steuerpflichtige mit einem Einkommen unter 13.000 €) bzw. 35% (für Steuerpflichtige mit einem Einkommen über 13.000 €) besteuert werden."
Gibt es im Jahr 2024 eine Änderung beim Körperschaftsteuersatz?,"Nein, es gibt keine geplante Änderung beim Körperschaftsteuersatz für das Jahr 2024. Der Körperschaftsteuersatz in Österreich beträgt weiterhin 25 %."
Was ist die Voraussetzung für den Investitionsfreibetrag (IFB) bei ökologischen Investitionen?,"Der Investitionsfreibetrag (IFB) bei ökologischen Investitionen ist bei Investitionen in Anlagen zur Energieeinsparung und bei Investitionen in Anlagen zur Abfallentsorgung und -verwertung nur dann anwendbar, wenn die Investitionen mindestens 10 % des Betriebsgewinns ausmachen."
Wie hoch ist der Sachbezug für ein emissionsfreies Elektro-KFZ?,"Der Sachbezug für ein emissionsfreies Elektro-KFZ beträgt 0,36 € pro Kilometer, gemäß § 6 Abs. 4 EStG 1988."
Was ist die Basis der Einkommensermittlung für Selbstständige?,"Die Basis der Einkommensermittlung für Selbstständige in Österreich ist der Gewinn aus der selbstständigen Tätigkeit, der nach den Vorschriften des Einkommensteuergesetzes (EStG) ermittelt wird. Dazu werden die Einnahmen abzüglich der Aufwendungen und Abschreibungen ermittelt."
Was wurde durch die Steuerreform 2004/2005 im Bereich der Gruppenbesteuerung eingeführt?,"Durch die Steuerreform 2004/2005 wurde die Gruppenbesteuerung im Bereich der Körperschaftsteuer eingeführt, wodurch Unternehmen die Möglichkeit erhalten, ihre Körperschaftsteuer gemeinsam mit anderen Unternehmen zu veranlagen."
Wann greift das Umgründungssteuergesetz (UmgrStG)?,"Das Umgründungssteuergesetz (UmgrStG) greift, wenn eine Umgründung von Unternehmen im Sinne des § 1 UmgrStG vorliegt, also eine Umwandlung von Unternehmen, wie z.B. Fusion, Spaltung, Umwandlung in eine Kapitalgesellschaft oder eine Personengesellschaft."
Was ist die Hauptleistungspflicht im Umsatzsteuergesetz 1994?,"Die Hauptleistungspflicht im Umsatzsteuergesetz 1994 besteht in der Erhebung der Umsatzsteuer auf Lieferungen von Waren und auf Leistungen, die in Österreich erbracht werden. Die Umsatzsteuer ist ein Mehrwertsteuer, die auf den Umsatz von Waren und Dienstleistungen erhoben wird."
Welche Dokumente unterliegen der Gebührenpflicht nach dem Gebührengesetz?,"Nach dem Gebührengesetz (GebG) unterliegen folgende Dokumente der Gebührenpflicht: 

- Urkunden, wie z.B. Geburtsurkunden, Heiratsurkunden und Sterbeurkunden
- Auszüge aus öffentlichen Büchern, wie z.B. Eintragungen in das Handelsregister oder das Firmenbuch
- Abschriften von Urkunden oder Auszügen aus öffentlichen Büchern
- Beglaubigungen von Unterschriften oder von Abschriften von Urkunden oder Auszügen aus öffentlichen Büchern."
Welche wesentliche Änderung brachte die Steuerreform 2000 für Spekulationsgeschäfte?,"Die Steuerreform 2000 führte die Einführung der Spekulationsabgabe (SpeAbg) ein, die auf bestimmte Spekulationsgeschäfte wie z.B. Aktien- und Anleihenhandel anwendbar ist."
Wer ist Steuerschuldner der Versicherungssteuer?,Der Steuerschuldner der Versicherungssteuer ist der Versicherungsnehmer.
Wofür wird der Einheitswert nach dem Bewertungsgesetz heute noch primär genutzt?,"Der Einheitswert nach dem Bewertungsgesetz wird heute noch primär für die Grundsteuer verwendet, da er als Grundlage für die Berechnung der Grundsteuer dient."
"Was versteht man unter der ""Wiederaufnahme des Verfahrens"" nach der BAO?","Die Wiederaufnahme des Verfahrens nach der Bundesabgabenordnung (BAO) ist eine Möglichkeit für die Abgabenbehörde, ein bereits abgeschlossenes Verfahren wieder aufzunehmen, wenn neue Tatsachen oder Beweise vorliegen, die eine Änderung der ursprünglichen Entscheidung rechtfertigen. Dies kann beispielsweise der Fall sein, wenn neue Beweise vorliegen oder wenn die Abgabenbehörde neue Erkenntnisse gewinnt."
"Was sind ""beitragsfreie Bezüge"" im Sinne des ASVG?","Beitragsfreie Bezüge im Sinne des Allgemeinen Sozialversicherungsgesetzes (ASVG) sind Bezüge, die von der Sozialversicherungspflicht befreit sind, wie z.B. die Bezüge von Beamten, Richtern und Soldaten, die nach dem Beamtenversorgungsgesetz oder dem Soldatinnen- und Soldatengesetz berechnet werden."
Was regelt das Körperschaftsteuergesetz (KStG) 1988?,"Das Körperschaftsteuergesetz (KStG) 1988 regelt die Körperschaftsteuer, eine direkte Steuer, die von Körperschaften, Personenvereinigungen und Vermögensmassen erhoben wird. Es umfasst Regelungen zur Steuerpflicht, zur Ermittlung des Steuerbetrags und zur Steuerentlastung."
Wie hoch ist der Dienstgeberbeitrag (DB) zum Familienlastenausgleichsfonds aktuell?,"Der Dienstgeberbeitrag (DB) zum Familienlastenausgleichsfonds beträgt aktuell 0,70 % des Bruttolohnes."
Unterliegt ein Import eines PKW aus der EU der NoVA?,"Nein, ein Import eines PKW aus der EU unterliegt nicht der NoVA (Netto-Verbrauchsteuer), da es sich um einen innergemeinschaftlichen Erwerb handelt."
Was ist der steuerliche Unterschied zwischen Werkvertrag und Dienstvertrag?,"Der steuerliche Unterschied zwischen Werkvertrag und Dienstvertrag liegt in der Einkünfteart. Bei einem Werkvertrag handelt es sich um eine Einkünfteerzielung aus Gewerbebetrieb, wohingegen ein Dienstvertrag als Einkünfte aus nichtselbstständiger Arbeit gilt."
Was wurde durch das Budgetbegleitgesetz 2001 bei der Grunderwerbsteuer geändert?,"Durch das Budgetbegleitgesetz 2001 wurde die Grunderwerbsteuer von 3,5 % auf 3 % für Wohngebäude und von 4 % auf 3 % für nichtwohnliche Immobilien gesenkt."
"Was ist die Besonderheit der ""Vortragfähigkeit"" von Verlusten?","Die Vortragfähigkeit von Verlusten ermöglicht es, Verluste aus einem Veranlagungszeitraum auf künftige Veranlagungszeiträume vorzutragen, um so die steuerliche Belastung zu reduzieren. Diese Regelung ist in § 8 Abs. 2 EStG geregelt."
Wie hoch ist die Versicherungspflichtgrenze für Neue Selbstständige?,Die Versicherungspflichtgrenze für Neue Selbstständige in Österreich beträgt 2023 7.000 €.
Was ist der Kindermehrbetrag?,"Der Kindermehrbetrag ist ein Steuervergütungsbonus, der in Österreich für Kinder unter 25 Jahren gewährt wird, wenn die Eltern oder Pflegeeltern eine Erwerbstätigkeit ausüben. Der Kindermehrbetrag beträgt 1.200 € pro Kind und Jahr."
Wie funktioniert die degressive Abschreibung (AfA)?,"Die degressive Abschreibung (AfA) ist eine Abschreibungsmethode, bei der die Abschreibungsmehrwerte im Laufe der Nutzungsdauer des Wirtschaftsgutes abnehmen. In Österreich beträgt die degressive Abschreibung 2,5 % im ersten Jahr, 5 % im zweiten Jahr und 2,5 % im dritten Jahr."
Was ist der Teuerungsabsetzbetrag?,"Der Teuerungsabsetzbetrag ist ein Steuervorteil, der in Österreich für Unternehmen gilt, die aufgrund der Teuerung höhere Kosten für Energie, Wasser, Gas, Heizöl und andere Grundnahrungsmittel haben. Der Absetzbetrag kann bis zu 10% der erhöhten Kosten betragen."
Was regelt das Erbschafts- und Schenkungssteuergesetz (alt)?,"Das Erbschafts- und Schenkungssteuergesetz (EStG 1958) regelte die Erbschafts- und Schenkungssteuer in Österreich bis zum 31. Dezember 2002, als es durch das Erbschafts- und Schenkungssteuergesetz 2002 (EStG 2002) abgelöst wurde."
Welche Bedeutung hat das Zollgesetz?,"Das Zollgesetz (ZollG) ist ein Bundesgesetz, das die Zollverwaltung und die Zollabfertigung in Österreich regelt. Es umfasst die Zollpflichten, die Zollabfertigung, die Zollbefreiungen und die Zollstrafen."
Was ist die Kapitalertragsteuer (KESt)?,"Die Kapitalertragsteuer (KESt) ist eine direkte Steuer, die auf Einkünfte aus Kapitalvermögen wie Zinsen, Dividenden und Gewinnen aus der Veräußerung von Wertpapieren erhoben wird. Die KESt beträgt 27,5 % des Kapitalertrags, wobei 25 % auf den Steuerpflichtigen und 2,5 % auf den Zahlungsverpflichteten entfallen."
Was regelt das Einkommensteuergesetz bezüglich Sonderausgaben?,"Das Einkommensteuergesetz (EStG) regelt Sonderausgaben in § 10 EStG, wonach Sonderausgaben wie Altersvorsorgebeiträge, Krankenversicherungsbeiträge, Kirchenbeiträge und Spenden von der Einkommensteuer abgesetzt werden können."
Was ist die Vergnügungsteuer?,"Die Vergnügungsteuer ist eine in Österreich erhobene Steuer, die auf bestimmte Dienstleistungen wie Kino, Theater, Konzerte, Restaurants, Bars und andere Vergnügungsstätten erhoben wird. Sie wird auf den Verkaufspreis dieser Dienstleistungen erhoben und beträgt derzeit 10 %."
Was regelt das Kommunalsteuergesetz?,"Das Kommunalsteuergesetz (KStG) regelt die Grundsteuer, die Gewerbesteuer und die Einkommensteuer für Gemeinden. Es dient als Rahmen für die Einnahmen der Gemeinden aus diesen Steuern."
Was ist die Rechtsgrundlage für die Kapitalertragsteuer auf Zinsen?,Die Kapitalertragsteuer auf Zinsen wird auf der Grundlage des § 22 EStG 1988 (Einkommensteuergesetz 1988) erhoben.
Wie hoch war der KöSt-Satz nach der Steuerreform 2005?,Der Körperschaftsteuersatz in Österreich betrug nach der Steuerreform 2005 25 %.
"Was ist die ""GmbH light"" (gründungsprivilegierte GmbH)?","Die ""GmbH light"" oder gründungsprivilegierte GmbH ist eine Variante der GmbH, bei der die Gründungskosten um 50% reduziert werden, indem die gesetzlichen Mindestkapitalanforderungen von € 35.000 auf € 17.500 gesenkt werden. Diese Variante ist jedoch nur für Start-ups und kleine Unternehmen mit einem Jahresumsatz von höchstens € 400.000 und einem Bilanzwert von höchstens € 2 Millionen zulässig."
Was ist der Gewinnfreibetrag nach § 10 EStG?,"Der Gewinnfreibetrag nach § 10 EStG beträgt 3.200 € für Ehegatten, die zusammen veranlagt werden, und 1.600 € für Alleinstehende."
Was sind Einkünfte aus selbstständiger Arbeit nach § 22 EStG?,"Einkünfte aus selbstständiger Arbeit nach § 22 EStG sind Einkünfte, die einem Steuerpflichtigen aus der selbstständigen Ausübung einer Tätigkeit, wie z.B. Freiberuflichkeit, Gewerbe oder Land- und Forstwirtschaft, zugeflossen sind. Dazu gehören auch Einkünfte aus der Vermietung von Vermögenswerten, die für die selbstständige Tätigkeit notwendig sind."
Wie wird der Gewinn nach § 4 Abs. 1 EStG ermittelt?,"Der Gewinn nach § 4 Abs. 1 EStG wird durch Abzug der Aufwendungen vom Umsatz ermittelt. Dabei werden die Umsätze aus der Haupt- und Nebentätigkeit abgezogen, wobei die Aufwendungen für die Haupttätigkeit nur bis zur Höhe des Umsatzes aus der Nebentätigkeit abgesetzt werden können."
Was versteht man unter Einkünften aus Gewerbebetrieb (§ 23 EStG)?,"Einkünfte aus Gewerbebetrieb sind nach § 23 EStG Einkünfte, die durch die selbstständige Ausübung eines Gewerbes oder einer land- und forstwirtschaftlichen Betriebs erzielt werden. Dazu gehören unter anderem Einkünfte aus Handel, Handwerk, Industrie, Land- und Forstwirtschaft, sowie aus freiberuflicher Tätigkeit."
Was zählt zu den Einkünften aus nichtselbstständiger Arbeit (§ 25 EStG)?,"Zu den Einkünften aus nichtselbstständiger Arbeit (§ 25 EStG) zählen Löhne, Gehälter, Bezüge und andere Vergütungen, die für eine abhängige Arbeit geleistet werden, wie z.B. Beamtenbezüge, Angestelltengehälter, Arbeiterlöhne und Pensionen."
Was ist die sachliche Steuerpflicht nach § 2 EStG?,"Die sachliche Steuerpflicht nach § 2 EStG umfasst alle Einkünfte, die in Österreich erzielt werden, unabhängig von der Staatsbürgerschaft oder dem Wohnsitz des Steuerpflichtigen. Dazu gehören auch Einkünfte aus im Ausland belegenen Vermögen, wenn diese durch eine in Österreich ansässige Person erzielt werden."
Dürfen Kosten der Lebensführung steuerlich abgezogen werden (§ 20 EStG)?,"Ja, Kosten der Lebensführung können steuerlich abgezogen werden, jedoch nur in begrenztem Umfang. Gemäß § 20 Abs. 1 EStG dürfen Kosten der Lebensführung, die für den Betrieb eines Gewerbes oder einer Landwirtschaft nicht verwendbar sind, bis zu einem Höchstbetrag von 44 € pro Kalendermonat abgezogen werden."
Was ist ein Dienstvertrag gemäß ABGB § 1151?,"Ein Dienstvertrag gemäß ABGB § 1151 ist ein Vertrag, bei dem eine Person (Dienstnehmer) sich verpflichtet, einem anderen (Dienstgeber) persönliche Leistungen zu erbringen, die nicht durch ein Produkt oder eine Sache gekennzeichnet sind. Der Dienstnehmer ist dabei in der Regel abhängig beschäftigt."
"Was gilt, wenn im Dienstvertrag kein Entgelt vereinbart wurde?","Wenn im Dienstvertrag kein Entgelt vereinbart wurde, ist nach österreichischem Recht ein angemessenes Entgelt zu zahlen, das sich nach den Umständen des Einzelfalls richtet. Der Arbeitgeber hat die Obliegenheit, ein angemessenes Entgelt zu zahlen, das mindestens dem gesetzlichen Mindestlohn entspricht."
Was charakterisiert einen Werkvertrag nach § 1165 ABGB?,"Ein Werkvertrag nach § 1165 ABGB ist gekennzeichnet durch die Vereinbarung, dass eine Person (Auftragnehmer) für einen anderen (Auftraggeber) ein Werk schafft, das ein bestimmtes Ergebnis oder eine bestimmte Leistung umfasst. Der Auftragnehmer ist verpflichtet, das Werk mit der erforderlichen Sorgfalt und in der vereinbarten Qualität zu erbringen."
Wer gilt als Dienstnehmer im Sinne des ASVG § 4?,"Als Dienstnehmer im Sinne des ASVG § 4 gilt jede Person, die gegen Entgelt eine Tätigkeit für einen anderen ausübt, es sei denn, es handelt sich um eine selbstständige Tätigkeit."
Wer ist pflichtversichert nach dem GSVG?,"Nach dem Gesetz über die gesetzliche Unfallversicherung (GVG) sind Pflichtversicherte alle Personen, die in einem versicherungspflichtigen Beschäftigungsverhältnis stehen, also Arbeitnehmer, die in Österreich oder einem anderen EU-Mitgliedstaat oder in einem anderen Vertragsstaat des Abkommens über den Europäischen Wirtschaftsraum (EWR) beschäftigt sind."
Wann entsteht die Steuerschuld nach der BAO?,"Nach der Bundesabgabenordnung (BAO) entsteht die Steuerschuld mit Ablauf des Kalenderjahres, in dem die Einkünfte erzielt wurden, wenn keine andere Fälligkeitszeitpunkt festgelegt ist."
